X, Y, u, v, rho       # original resolution
1.437308254844263899e+02,1.759128247277211399e+00,4.639449999999999963e-01,6.090649999999999675e-01,0.000000000000000000e+00
1.455502030222039593e+02,1.759128247277211399e+00,9.186999999999999611e-01,2.329600000000000004e-01,0.000000000000000000e+00
1.473695805599815003e+02,1.759128247277211399e+00,4.544400000000000106e-01,6.239700000000000246e-01,0.000000000000000000e+00
1.491889580977590413e+02,1.759128247277211399e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.510083356355366107e+02,1.759128247277211399e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.528277131733141516e+02,1.759128247277211399e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.546470907110916926e+02,1.759128247277211399e+00,-3.501150000000000095e-01,2.502999999999999670e-01,0.000000000000000000e+00
1.564664682488692620e+02,1.759128247277211399e+00,-7.022100000000000009e-01,-4.850099999999999967e-01,0.000000000000000000e+00
1.582858457866468029e+02,1.759128247277211399e+00,-9.851999999999999647e-02,9.518999999999999684e-02,0.000000000000000000e+00
1.601052233244243439e+02,1.759128247277211399e+00,8.956300000000000372e-01,2.319799999999999918e-01,0.000000000000000000e+00
1.619246008622018849e+02,1.759128247277211399e+00,-4.445500000000000007e-01,4.264950000000000130e-01,0.000000000000000000e+00
1.637439783999794543e+02,1.759128247277211399e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.655633559377569952e+02,1.759128247277211399e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.673827334755345362e+02,1.759128247277211399e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.692021110133121056e+02,1.759128247277211399e+00,-4.082649999999999890e-01,6.446549999999999780e-01,0.000000000000000000e+00
1.710214885510896465e+02,1.759128247277211399e+00,-8.213300000000000045e-01,2.775199999999999889e-01,0.000000000000000000e+00
1.728408660888671875e+02,1.759128247277211399e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.819377537777549403e+00,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098806e+00,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.458132613332647765e+00,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.277510151110197612e+00,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.096887688887747458e+00,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.091626522666529553e+01,3.518256494554422797e+00,-2.587149999999999728e-01,8.727199999999999402e-01,0.000000000000000000e+00
1.273564276444284538e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.455502030222039522e+01,3.518256494554422797e+00,-5.085499999999999743e-02,9.956800000000000095e-01,0.000000000000000000e+00
1.637439783999794329e+01,3.518256494554422797e+00,-2.309299999999999964e-01,9.683000000000000496e-01,0.000000000000000000e+00
2.001315291555304299e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.183253045333059106e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.365190799110814268e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.547128552888569075e+01,3.518256494554422797e+00,-3.779600000000000182e-01,1.738649999999999918e-01,0.000000000000000000e+00
2.729066306666324238e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.911004060444079045e+01,3.518256494554422797e+00,-4.399199999999999777e-01,7.353849999999999554e-01,0.000000000000000000e+00
3.092941814221833852e+01,3.518256494554422797e+00,-8.965499999999999581e-01,4.269100000000000117e-01,0.000000000000000000e+00
3.274879567999588659e+01,3.518256494554422797e+00,-3.809150000000000036e-01,7.675549999999999873e-01,0.000000000000000000e+00
3.456817321777344176e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098983e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.820692829332853790e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.002630583110608598e+01,3.518256494554422797e+00,3.882200000000000095e-01,3.194899999999999962e-01,0.000000000000000000e+00
4.184568336888363405e+01,3.518256494554422797e+00,7.781599999999999628e-01,-3.607500000000000151e-01,0.000000000000000000e+00
4.366506090666118212e+01,3.518256494554422797e+00,4.228750000000000009e-01,3.042599999999999749e-01,0.000000000000000000e+00
4.548443844443873729e+01,3.518256494554422797e+00,-8.316000000000000059e-01,3.920699999999999741e-01,0.000000000000000000e+00
4.730381598221628536e+01,3.518256494554422797e+00,4.081199999999999828e-01,3.045149999999999801e-01,0.000000000000000000e+00
4.912319351999383343e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.094257105777138150e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.276194859554892957e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.458132613332648475e+01,3.518256494554422797e+00,-3.505900000000000127e-01,3.234799999999999898e-01,0.000000000000000000e+00
5.640070367110403282e+01,3.518256494554422797e+00,-7.050499999999999545e-01,-4.279700000000000171e-01,0.000000000000000000e+00
5.822008120888158089e+01,3.518256494554422797e+00,3.787249999999999783e-01,7.051300000000000345e-01,0.000000000000000000e+00
6.003945874665912896e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.185883628443667703e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.367821382221423221e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.549759135999177317e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.731696889776932835e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.913634643554688353e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.095572397332442449e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.277510151110197967e+01,3.518256494554422797e+00,-4.181599999999999762e-01,7.297599999999999643e-01,0.000000000000000000e+00
7.459447904887952063e+01,3.518256494554422797e+00,-8.263899999999999579e-01,4.703800000000000203e-01,0.000000000000000000e+00
7.641385658665707581e+01,3.518256494554422797e+00,-3.592764999999999986e-01,-2.194600000000000162e-01,0.000000000000000000e+00
7.823323412443463098e+01,3.518256494554422797e+00,-3.072499999999999884e-02,9.108699999999999575e-01,0.000000000000000000e+00
8.005261166221217195e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.187198919998972713e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.369136673776726809e+01,3.518256494554422797e+00,-4.970049999999999746e-01,5.540650000000000297e-01,0.000000000000000000e+00
8.551074427554482327e+01,3.518256494554422797e+00,-9.873399999999999954e-01,1.565900000000000070e-01,0.000000000000000000e+00
8.733012181332236423e+01,3.518256494554422797e+00,-6.454999999999988525e-03,-1.272899999999999865e-01,0.000000000000000000e+00
8.914949935109991941e+01,3.518256494554422797e+00,9.834600000000000009e-01,4.815500000000000336e-02,0.000000000000000000e+00
9.096887688887747458e+01,3.518256494554422797e+00,-4.901750000000000274e-01,4.703054999999999874e-01,0.000000000000000000e+00
9.278825442665501555e+01,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.460763196443257073e+01,3.518256494554422797e+00,-1.260149999999999881e-01,1.658049999999999802e-01,0.000000000000000000e+00
9.642700950221011169e+01,3.518256494554422797e+00,2.640299999999999869e-01,6.789899999999999824e-01,0.000000000000000000e+00
9.824638703998766687e+01,3.518256494554422797e+00,-1.414999999999999869e-01,1.506199999999999761e-01,1.000000000000000000e+00
1.000657645777652220e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.018851421155427630e+02,3.518256494554422797e+00,4.745249999999999746e-01,5.769199999999999884e-01,1.000000000000000000e+00
1.037045196533203182e+02,3.518256494554422797e+00,9.412899999999999601e-01,1.710000000000000131e-01,1.000000000000000000e+00
1.055238971910978591e+02,3.518256494554422797e+00,4.663950000000000040e-01,5.942899999999999849e-01,0.000000000000000000e+00
1.073432747288754143e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.091626522666529695e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.109820298044305105e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.128014073422080656e+02,3.518256494554422797e+00,3.825899999999999856e-01,7.191899999999999959e-01,0.000000000000000000e+00
1.146207848799856066e+02,3.518256494554422797e+00,-7.649399999999999533e-01,-4.274200000000000221e-01,0.000000000000000000e+00
1.164401624177631618e+02,3.518256494554422797e+00,-8.280700000000000838e-01,-3.875100000000000211e-01,0.000000000000000000e+00
1.182595399555407170e+02,3.518256494554422797e+00,8.916399999999999881e-01,3.175700000000000189e-01,0.000000000000000000e+00
1.200789174933182579e+02,3.518256494554422797e+00,-4.416499999999999870e-01,3.756049999999999667e-01,0.000000000000000000e+00
1.218982950310958131e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.237176725688733541e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.255370501066509092e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.273564276444284644e+02,3.518256494554422797e+00,-4.041399999999999992e-01,6.342499999999999805e-01,0.000000000000000000e+00
1.291758051822060054e+02,3.518256494554422797e+00,-8.130899999999999794e-01,2.570600000000000107e-01,0.000000000000000000e+00
1.309951827199835463e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.328145602577611157e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.346339377955386567e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.364533153333161977e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.382726928710937671e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.400920704088713080e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.419114479466488490e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.437308254844263899e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.455502030222039593e+02,3.518256494554422797e+00,8.078500000000000611e-03,9.995350000000000623e-01,0.000000000000000000e+00
1.473695805599815003e+02,3.518256494554422797e+00,-4.845800000000000107e-02,9.977099999999999858e-01,0.000000000000000000e+00
1.510083356355366107e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.528277131733141516e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.546470907110916926e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.564664682488692620e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.582858457866468029e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.601052233244243439e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.619246008622018849e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.637439783999794543e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.655633559377569952e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.673827334755345362e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.692021110133121056e+02,3.518256494554422797e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.710214885510896465e+02,3.518256494554422797e+00,4.025500000000000189e-01,3.448950000000000071e-01,0.000000000000000000e+00
1.728408660888671875e+02,3.518256494554422797e+00,8.051700000000000523e-01,-3.138400000000000079e-01,0.000000000000000000e+00
1.819377537777549403e+00,5.277384741831633974e+00,-4.186250000000000249e-01,7.014050000000000562e-01,0.000000000000000000e+00
3.638755075555098806e+00,5.277384741831633974e+00,-8.210300000000000376e-01,4.103899999999999770e-01,0.000000000000000000e+00
5.458132613332647765e+00,5.277384741831633974e+00,-4.017999999999999905e-01,7.084099999999999842e-01,0.000000000000000000e+00
7.277510151110197612e+00,5.277384741831633974e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.096887688887747458e+00,5.277384741831633974e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.091626522666529553e+01,5.277384741831633974e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.273564276444284538e+01,5.277384741831633974e+00,-3.890149999999999997e-01,4.509940000000000060e-01,0.000000000000000000e+00
1.455502030222039522e+01,5.277384741831633974e+00,-7.541400000000000325e-01,-2.485199999999999909e-01,0.000000000000000000e+00
1.637439783999794329e+01,5.277384741831633974e+00,-3.707500000000000240e-01,3.218799999999999994e-01,0.000000000000000000e+00
1.819377537777549492e+01,5.277384741831633974e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.001315291555304299e+01,5.277384741831633974e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.183253045333059106e+01,5.277384741831633974e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.365190799110814268e+01,5.277384741831633974e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.547128552888569075e+01,5.277384741831633974e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.729066306666324238e+01,5.277384741831633974e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.911004060444079045e+01,5.277384741831633974e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.092941814221833852e+01,5.277384741831633974e+00,-4.091500000000000137e-01,7.421949999999999381e-01,0.000000000000000000e+00
3.274879567999588659e+01,5.277384741831633974e+00,-8.070199999999999596e-01,4.945999999999999841e-01,0.000000000000000000e+00
3.456817321777344176e+01,5.277384741831633974e+00,-3.233050000000000090e-01,-1.971300000000000274e-01,0.000000000000000000e+00
3.638755075555098983e+01,5.277384741831633974e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.820692829332853790e+01,5.277384741831633974e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.002630583110608598e+01,5.277384741831633974e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.184568336888363405e+01,5.277384741831633974e+00,4.279450000000000198e-01,2.992549999999999932e-01,0.000000000000000000e+00
4.366506090666118212e+01,5.277384741831633974e+00,8.080600000000000005e-01,-4.504799999999999915e-01,0.000000000000000000e+00
4.548443844443873729e+01,5.277384741831633974e+00,6.916500000000003201e-02,2.225304999999999922e-01,0.000000000000000000e+00
4.730381598221628536e+01,5.277384741831633974e+00,9.830400000000000249e-01,3.748200000000000143e-02,0.000000000000000000e+00
4.912319351999383343e+01,5.277384741831633974e+00,-4.902199999999999891e-01,4.775929999999999898e-01,0.000000000000000000e+00
5.094257105777138150e+01,5.277384741831633974e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.276194859554892957e+01,5.277384741831633974e+00,4.001049999999999884e-01,6.795550000000000201e-01,0.000000000000000000e+00
5.458132613332648475e+01,5.277384741831633974e+00,8.090000000000000524e-01,3.585900000000000198e-01,0.000000000000000000e+00
5.640070367110403282e+01,5.277384741831633974e+00,-7.208999999999998742e-02,-1.982500000000000928e-02,0.000000000000000000e+00
5.822008120888158089e+01,5.277384741831633974e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.003945874665912896e+01,5.277384741831633974e+00,4.817600000000000215e-01,5.466619999999999813e-01,0.000000000000000000e+00
6.185883628443667703e+01,5.277384741831633974e+00,9.573700000000000543e-01,1.125799999999999995e-01,0.000000000000000000e+00
6.367821382221423221e+01,5.277384741831633974e+00,4.752000000000000113e-01,5.662899999999999601e-01,0.000000000000000000e+00
6.549759135999177317e+01,5.277384741831633974e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.731696889776932835e+01,5.277384741831633974e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.913634643554688353e+01,5.277384741831633974e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.095572397332442449e+01,5.277384741831633974e+00,-4.105099999999999860e-01,3.181800000000000184e-01,1.000000000000000000e+00
7.277510151110197967e+01,5.277384741831633974e+00,8.175900000000000389e-01,3.588000000000000078e-01,1.000000000000000000e+00
7.459447904887952063e+01,5.277384741831633974e+00,-8.359300000000000619e-01,-3.941550000000000331e-01,1.000000000000000000e+00
7.641385658665707581e+01,5.277384741831633974e+00,8.599700000000000122e-01,3.864799999999999902e-01,0.000000000000000000e+00
7.823323412443463098e+01,5.277384741831633974e+00,4.342900000000000094e-01,6.395199999999999774e-01,0.000000000000000000e+00
8.005261166221217195e+01,5.277384741831633974e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
