X, Y, u, v, rho       # removing the +step in the arange
1.646103486560640050e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.737553680258453426e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.829003873956266801e+01,1.774163531441973918e+00,3.970850000000000213e-01,6.646199999999999886e-01,0.000000000000000000e+00
1.920454067654079822e+01,1.774163531441973918e+00,-1.040499999999999758e-02,5.016499999999998738e-02,0.000000000000000000e+00
2.011904261351893197e+01,1.774163531441973918e+00,-8.094200000000000284e-01,-9.388100000000000611e-02,0.000000000000000000e+00
2.103354455049706573e+01,1.774163531441973918e+00,-4.680000000000017479e-03,-2.538550000000000181e-02,0.000000000000000000e+00
2.194804648747519948e+01,1.774163531441973918e+00,3.972499999999999920e-01,4.540405000000000135e-01,0.000000000000000000e+00
2.286254842445333324e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.377705036143146700e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.469155229840960075e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.560605423538773096e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.652055617236586471e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.743505810934399847e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.834956004632213222e+01,1.774163531441973918e+00,-2.013500000000000012e-01,9.576549999999999230e-01,0.000000000000000000e+00
2.926406198330026598e+01,1.774163531441973918e+00,-2.013500000000000012e-01,9.576549999999999230e-01,0.000000000000000000e+00
3.109306585725653349e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.200756779423466725e+01,1.774163531441973918e+00,-4.208275000000000210e-02,9.697999999999999954e-01,0.000000000000000000e+00
3.292206973121280100e+01,1.774163531441973918e+00,-9.566700000000000204e-02,9.364799999999999791e-01,0.000000000000000000e+00
3.383657166819093476e+01,1.774163531441973918e+00,-5.424425000000000080e-02,9.663249999999999895e-01,0.000000000000000000e+00
3.475107360516906851e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.566557554214720227e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.658007747912533603e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.749457941610346268e+01,1.774163531441973918e+00,-4.559125000000000538e-01,4.356500000000000372e-01,0.000000000000000000e+00
3.840908135308159643e+01,1.774163531441973918e+00,-9.112400000000000500e-01,-1.333699999999999886e-01,0.000000000000000000e+00
3.932358329005973019e+01,1.774163531441973918e+00,-4.552375000000000727e-01,-6.556000000000000716e-02,0.000000000000000000e+00
4.023808522703786394e+01,1.774163531441973918e+00,-8.964800000000000546e-01,6.360499999999999488e-02,0.000000000000000000e+00
4.115258716401599770e+01,1.774163531441973918e+00,-4.474949999999999761e-01,5.237772499999999720e-01,0.000000000000000000e+00
4.206708910099413146e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.298159103797226521e+01,1.774163531441973918e+00,-1.852149999999999908e-01,8.054850000000000065e-01,0.000000000000000000e+00
4.389609297495039897e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.481059491192853272e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.572509684890666648e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.663959878588480024e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.755410072286293399e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.846860265984106775e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.938310459681920150e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.029760653379733526e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.121210847077546191e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.212661040775359567e+01,1.774163531441973918e+00,-4.132624999999999771e-01,7.220225000000000115e-01,0.000000000000000000e+00
5.304111234473172942e+01,1.774163531441973918e+00,-8.219499999999999584e-01,4.483800000000000008e-01,0.000000000000000000e+00
5.395561428170986318e+01,1.774163531441973918e+00,-4.080574999999999619e-01,7.267350000000000199e-01,0.000000000000000000e+00
5.487011621868799693e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.578461815566613069e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.669912009264426445e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.761362202962239820e+01,1.774163531441973918e+00,-4.219899999999999762e-01,7.195925000000000793e-01,0.000000000000000000e+00
5.852812396660053196e+01,1.774163531441973918e+00,-8.411499999999999533e-01,4.417200000000000015e-01,0.000000000000000000e+00
5.944262590357866571e+01,1.774163531441973918e+00,-4.191675000000000262e-01,7.218124999999999680e-01,0.000000000000000000e+00
6.035712784055679947e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.127162977753493323e+01,1.774163531441973918e+00,2.435849999999999960e-01,7.284442500000000154e-01,0.000000000000000000e+00
6.218613171451306698e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.310063365149120074e+01,1.774163531441973918e+00,-4.961800000000000099e-01,5.520175000000000498e-01,0.000000000000000000e+00
6.401513558846933449e+01,1.774163531441973918e+00,-9.909400000000000430e-01,1.222099999999999992e-01,0.000000000000000000e+00
6.492963752544746114e+01,1.774163531441973918e+00,-9.865950000000001108e-01,4.721249999999999752e-02,0.000000000000000000e+00
6.584413946242560201e+01,1.774163531441973918e+00,-9.841800000000000548e-01,-5.915000000000000119e-02,0.000000000000000000e+00
6.675864139940372866e+01,1.774163531441973918e+00,-6.225000000000258105e-04,5.042107499999999298e-01,0.000000000000000000e+00
6.767314333638186952e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.858764527335999617e+01,1.774163531441973918e+00,1.365500000000000047e-02,5.080649999999999888e-01,0.000000000000000000e+00
6.950214721033813703e+01,1.774163531441973918e+00,-1.648600000000000065e-01,-7.878800000000000248e-01,0.000000000000000000e+00
7.041664914731626368e+01,1.774163531441973918e+00,-6.777249999999999941e-02,1.106125000000000025e-01,1.000000000000000000e+00
7.133115108429440454e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.224565302127253119e+01,1.774163531441973918e+00,4.683800000000000185e-01,6.080050000000000177e-01,1.000000000000000000e+00
7.316015495825067205e+01,1.774163531441973918e+00,9.356799999999999562e-01,2.178100000000000036e-01,1.000000000000000000e+00
7.407465689522879870e+01,1.774163531441973918e+00,4.667025000000000201e-01,6.107575000000000642e-01,1.000000000000000000e+00
7.498915883220692535e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.590366076918506621e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.681816270616319287e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.773266464314133373e+01,1.774163531441973918e+00,-3.960250000000000159e-01,3.340675000000000172e-01,0.000000000000000000e+00
7.864716658011946038e+01,1.774163531441973918e+00,-7.833700000000000108e-01,-3.300500000000000100e-01,0.000000000000000000e+00
7.956166851709760124e+01,1.774163531441973918e+00,-3.920274999999999732e-01,3.315649999999999986e-01,0.000000000000000000e+00
8.047617045407572789e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.139067239105386875e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.230517432803199540e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.321967626501013626e+01,1.774163531441973918e+00,3.930025000000000324e-01,6.816750000000000309e-01,0.000000000000000000e+00
8.413417820198826291e+01,1.774163531441973918e+00,7.945600000000000440e-01,3.279400000000000093e-01,0.000000000000000000e+00
8.504868013896640377e+01,1.774163531441973918e+00,-7.424999999999987166e-03,1.178776749999999908e-02,0.000000000000000000e+00
8.596318207594453042e+01,1.774163531441973918e+00,8.004999999999999893e-01,-4.460900000000000282e-02,0.000000000000000000e+00
8.687768401292267129e+01,1.774163531441973918e+00,3.970774999999999721e-01,4.639722499999999750e-01,0.000000000000000000e+00
8.779218594990079794e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.870668788687892459e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.962118982385706545e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.053569176083519210e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.145019369781333296e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.236469563479145961e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.327919757176960047e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.419369950874772712e+01,1.774163531441973918e+00,-1.288300000000000001e-01,9.642425000000000024e-01,0.000000000000000000e+00
9.602270338270399463e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.693720531968213550e+01,1.774163531441973918e+00,-5.652999999999999692e-02,9.670849999999999724e-01,0.000000000000000000e+00
9.785170725666026215e+01,1.774163531441973918e+00,-1.271650000000000003e-01,9.298299999999999343e-01,0.000000000000000000e+00
9.876620919363840301e+01,1.774163531441973918e+00,-7.063500000000000334e-02,9.627449999999999619e-01,0.000000000000000000e+00
9.968071113061652966e+01,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.005952130675946705e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.015097150045727972e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.024242169415509238e+02,1.774163531441973918e+00,-4.519299999999999984e-01,5.108534999999999604e-01,0.000000000000000000e+00
1.033387188785290647e+02,1.774163531441973918e+00,-9.062500000000000000e-01,-5.863999999999999421e-03,0.000000000000000000e+00
1.042532208155071913e+02,1.774163531441973918e+00,-3.105000000000024407e-03,-6.130099999999999438e-02,0.000000000000000000e+00
1.051677227524853322e+02,1.774163531441973918e+00,9.018699999999999495e-01,-8.052049999999999486e-02,0.000000000000000000e+00
1.060822246894634588e+02,1.774163531441973918e+00,4.506549999999999723e-01,4.640630000000000033e-01,0.000000000000000000e+00
1.069967266264415997e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.079112285634197264e+02,1.774163531441973918e+00,-3.620999999999999774e-01,6.392649999999999721e-01,0.000000000000000000e+00
1.088257305003978672e+02,1.774163531441973918e+00,-3.620999999999999774e-01,6.392649999999999721e-01,0.000000000000000000e+00
1.097402324373759939e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.106547343743541347e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.115692363113322614e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.124837382483104022e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.133982401852885289e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.143127421222666698e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.152272440592447964e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.161417459962229373e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.170562479332010639e+02,1.774163531441973918e+00,-4.164550000000000196e-01,7.172450000000000214e-01,0.000000000000000000e+00
1.179707498701791906e+02,1.774163531441973918e+00,-8.283650000000000180e-01,4.388299999999999979e-01,0.000000000000000000e+00
1.188852518071573314e+02,1.774163531441973918e+00,-4.119099999999999984e-01,7.215850000000000319e-01,0.000000000000000000e+00
1.197997537441354581e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.207142556811135989e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.216287576180917256e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.225432595550698665e+02,1.774163531441973918e+00,-4.154900000000000260e-01,7.289750000000000396e-01,0.000000000000000000e+00
1.234577614920479931e+02,1.774163531441973918e+00,-8.281350000000000655e-01,4.601500000000000035e-01,0.000000000000000000e+00
1.243722634290261340e+02,1.774163531441973918e+00,-4.126449999999999840e-01,7.311750000000000194e-01,0.000000000000000000e+00
1.252867653660042606e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.262012673029824015e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.271157692399605281e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.280302711769386690e+02,1.774163531441973918e+00,4.966349999999999931e-01,4.466499999999999915e-01,0.000000000000000000e+00
1.289447731139167956e+02,1.774163531441973918e+00,2.180000000000015259e-03,2.010999999999999593e-02,0.000000000000000000e+00
1.298592750508949223e+02,1.774163531441973918e+00,-9.877249999999999641e-01,5.110699999999999965e-02,0.000000000000000000e+00
1.307737769878730774e+02,1.774163531441973918e+00,-9.852349999999999719e-01,-5.079250000000000431e-02,0.000000000000000000e+00
1.316882789248512040e+02,1.774163531441973918e+00,-4.919649999999999856e-01,4.715604999999999936e-01,0.000000000000000000e+00
1.326027808618293307e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.335172827988074573e+02,1.774163531441973918e+00,1.202399999999999997e-01,8.774950000000000250e-01,0.000000000000000000e+00
1.344317847357855840e+02,1.774163531441973918e+00,2.094599999999999795e-01,7.401550000000000074e-01,0.000000000000000000e+00
1.353462866727637390e+02,1.774163531441973918e+00,8.921999999999999376e-02,8.626599999999999824e-01,0.000000000000000000e+00
1.362607886097418657e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.371752905467199923e+02,1.774163531441973918e+00,4.741099999999999759e-01,5.907700000000000173e-01,0.000000000000000000e+00
1.380897924836981190e+02,1.774163531441973918e+00,9.472350000000000492e-01,1.834449999999999970e-01,0.000000000000000000e+00
1.390042944206762741e+02,1.774163531441973918e+00,4.731250000000000178e-01,5.926749999999999519e-01,0.000000000000000000e+00
1.399187963576544007e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.408332982946325274e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.417478002316106540e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.426623021685888091e+02,1.774163531441973918e+00,4.093300000000000272e-01,6.691400000000000681e-01,0.000000000000000000e+00
1.435768041055669357e+02,1.774163531441973918e+00,3.655000000000019345e-03,-2.869999999999983675e-03,0.000000000000000000e+00
1.444913060425450624e+02,1.774163531441973918e+00,-4.056750000000000078e-01,3.279900000000000038e-01,0.000000000000000000e+00
1.454058079795231890e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.463203099165013441e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.472348118534794708e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.481493137904575974e+02,1.774163531441973918e+00,3.873300000000000076e-01,7.005049999999999333e-01,0.000000000000000000e+00
1.490638157274357241e+02,1.774163531441973918e+00,7.822149999999999936e-01,3.680900000000000283e-01,0.000000000000000000e+00
1.499783176644138507e+02,1.774163531441973918e+00,-7.674999999999987388e-03,1.706270000000000009e-01,0.000000000000000000e+00
1.508928196013920058e+02,1.774163531441973918e+00,-7.249999999999978684e-03,-2.722300000000000067e-02,0.000000000000000000e+00
1.518073215383701324e+02,1.774163531441973918e+00,3.953099999999999947e-01,4.697350000000000136e-01,0.000000000000000000e+00
1.527218234753482591e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.536363254123263857e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.545508273493045408e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.554653292862826675e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.563798312232607941e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.572943331602389208e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.582088350972170758e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.591233370341952025e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.609523409081514558e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.618668428451295824e+02,1.774163531441973918e+00,-6.712250000000000161e-02,9.658149999999999791e-01,0.000000000000000000e+00
1.627813447821077375e+02,1.774163531441973918e+00,-1.475599999999999967e-01,9.274200000000000221e-01,0.000000000000000000e+00
1.636958467190858642e+02,1.774163531441973918e+00,-8.168249999999999122e-02,9.610125000000000473e-01,0.000000000000000000e+00
1.646103486560639908e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.655248505930421175e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.664393525300202725e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.673538544669983992e+02,1.774163531441973918e+00,-1.016749999999999599e-02,4.855425000000000435e-01,0.000000000000000000e+00
1.682683564039765258e+02,1.774163531441973918e+00,-7.024000000000000243e-01,5.245100000000000318e-01,0.000000000000000000e+00
1.691828583409546525e+02,1.774163531441973918e+00,-1.386274999999999591e-01,4.664399999999999658e-01,0.000000000000000000e+00
1.700973602779328075e+02,1.774163531441973918e+00,9.022900000000000365e-01,-1.007399999999999962e-01,0.000000000000000000e+00
1.710118622149109342e+02,1.774163531441973918e+00,1.600000000000212363e-04,4.950019999999999976e-01,0.000000000000000000e+00
1.719263641518890608e+02,1.774163531441973918e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.728408660888671875e+02,1.774163531441973918e+00,-3.562299999999999911e-01,6.635375000000001133e-01,0.000000000000000000e+00
1.829003873956266624e+00,2.661245297162960988e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.743505810934399936e+00,2.661245297162960988e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.658007747912533247e+00,2.661245297162960988e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.572509684890667003e+00,2.661245297162960988e+00,-3.790000000000001701e-03,7.462199999999998834e-01,0.000000000000000000e+00
5.487011621868799871e+00,2.661245297162960988e+00,3.101800000000000113e-01,1.795749999999999846e-01,0.000000000000000000e+00
6.401513558846932739e+00,2.661245297162960988e+00,4.322500000000001341e-02,5.075912499999999383e-01,0.000000000000000000e+00
7.316015495825066495e+00,2.661245297162960988e+00,-4.335350000000000037e-01,6.704099999999999504e-01,0.000000000000000000e+00
8.230517432803200251e+00,2.661245297162960988e+00,-3.687500000000010214e-04,7.485987499999999795e-01,0.000000000000000000e+00
9.145019369781334007e+00,2.661245297162960988e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.005952130675946599e+01,2.661245297162960988e+00,-3.634174999999999489e-01,7.673062500000000785e-01,0.000000000000000000e+00
1.097402324373759974e+01,2.661245297162960988e+00,-7.207949999999999635e-01,5.339949999999999974e-01,0.000000000000000000e+00
1.188852518071573350e+01,2.661245297162960988e+00,-5.729737499999999484e-01,5.963350000000000595e-01,0.000000000000000000e+00
1.280302711769386548e+01,2.661245297162960988e+00,-4.236900000000000110e-01,6.740599999999999925e-01,0.000000000000000000e+00
1.371752905467199923e+01,2.661245297162960988e+00,-2.102062499999999834e-01,8.397012499999999546e-01,0.000000000000000000e+00
1.463203099165013299e+01,2.661245297162960988e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.554653292862826675e+01,2.661245297162960988e+00,-6.177874999999999339e-02,4.571262500000000117e-01,0.000000000000000000e+00
1.646103486560640050e+01,2.661245297162960988e+00,-1.218799999999999883e-01,-8.146500000000000963e-02,0.000000000000000000e+00
1.737553680258453426e+01,2.661245297162960988e+00,1.862462500000000021e-01,1.952321625000000005e-01,0.000000000000000000e+00
1.829003873956266801e+01,2.661245297162960988e+00,4.992349999999999843e-01,4.976236499999999729e-01,0.000000000000000000e+00
1.920454067654079822e+01,2.661245297162960988e+00,3.477049999999999863e-01,2.277172875000000041e-01,0.000000000000000000e+00
2.011904261351893197e+01,2.661245297162960988e+00,4.398949999999999805e-01,2.623250000000000304e-01,0.000000000000000000e+00
2.103354455049706573e+01,2.661245297162960988e+00,4.678387499999999699e-01,3.451137499999999969e-01,0.000000000000000000e+00
2.194804648747519948e+01,2.661245297162960988e+00,4.922250000000000236e-01,4.127250000000000085e-01,0.000000000000000000e+00
2.286254842445333324e+01,2.661245297162960988e+00,2.476099999999999968e-01,5.177818749999999470e-01,0.000000000000000000e+00
2.377705036143146700e+01,2.661245297162960988e+00,4.918250000000000122e-01,5.265054999999999596e-01,0.000000000000000000e+00
2.469155229840960075e+01,2.661245297162960988e+00,2.373450000000000004e-01,5.458932499999999965e-01,0.000000000000000000e+00
2.560605423538773096e+01,2.661245297162960988e+00,4.740349999999999842e-01,5.971649999999999459e-01,0.000000000000000000e+00
2.652055617236586471e+01,2.661245297162960988e+00,2.268987499999999824e-01,5.446262499999999784e-01,0.000000000000000000e+00
2.743505810934399847e+01,2.661245297162960988e+00,9.893499999999999517e-02,8.386850000000000138e-01,0.000000000000000000e+00
2.834956004632213222e+01,2.661245297162960988e+00,1.142549999999999955e-01,8.589562499999999767e-01,0.000000000000000000e+00
2.926406198330026598e+01,2.661245297162960988e+00,2.957049999999999956e-01,7.585250000000000048e-01,0.000000000000000000e+00
3.017856392027839973e+01,2.661245297162960988e+00,5.910725000000000007e-01,5.081387500000000834e-01,0.000000000000000000e+00
3.109306585725653349e+01,2.661245297162960988e+00,8.931200000000000250e-01,2.571999999999999842e-01,0.000000000000000000e+00
3.200756779423466725e+01,2.661245297162960988e+00,4.564112499999999906e-01,3.679087500000000066e-01,0.000000000000000000e+00
3.292206973121280100e+01,2.661245297162960988e+00,4.333400000000000030e-01,6.639300000000000201e-01,0.000000000000000000e+00
3.383657166819093476e+01,2.661245297162960988e+00,1.267500000000004734e-03,7.482437500000000963e-01,0.000000000000000000e+00
3.475107360516906851e+01,2.661245297162960988e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.566557554214720227e+01,2.661245297162960988e+00,-1.631962499999999872e-01,3.682012499999999799e-01,0.000000000000000000e+00
3.658007747912533603e+01,2.661245297162960988e+00,8.545999999999998042e-02,-8.473500000000000476e-02,0.000000000000000000e+00
3.749457941610346268e+01,2.661245297162960988e+00,4.990500000000000491e-02,6.085374999999999812e-02,0.000000000000000000e+00
3.840908135308159643e+01,2.661245297162960988e+00,4.250550000000000161e-01,3.890750000000000042e-01,0.000000000000000000e+00
3.932358329005973019e+01,2.661245297162960988e+00,2.450000000000090994e-04,7.490575000000000427e-01,0.000000000000000000e+00
4.023808522703786394e+01,2.661245297162960988e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.115258716401599770e+01,2.661245297162960988e+00,1.929250000000000131e-01,8.457737499999999908e-01,0.000000000000000000e+00
4.206708910099413146e+01,2.661245297162960988e+00,3.890549999999999842e-01,6.766550000000000065e-01,0.000000000000000000e+00
4.298159103797226521e+01,2.661245297162960988e+00,-4.826250000000004148e-03,5.034545000000000270e-01,0.000000000000000000e+00
